start	end	text
91400	92880	它是那种韧劲的感觉
92880	94680	是那种就是和嘴巴就是
95680	96920	是那种韧劲的感觉
96920	99560	吃完之后是一个享受这个面粉的
99560	102520	这么一个味道和麦香味的十足的感觉
102520	104640	所以说他也特别爱吃我们家披萨
104640	106040	当场就买了很多
106040	107400	还有咱们家这个披萨呢
107400	110560	就是用的新西兰原装进口马苏里拉芝士
110560	112320	还有包括咱们家榴莲
112320	114240	为什么我们家榴莲会成年
114280	115440	大榜必吃榜
115440	117280	销量TOP1的这么一个状态
117280	119000	你看我们家盒子上都有写
119000	120280	笔革不止榴莲
120280	122320	尤其我们家每家餐厅门口也都会写
122320	123400	笔革不止榴莲
123400	124880	像我们家很多宝宝就知道
124880	126840	提到笔革就会想到榴莲披萨
126840	128720	提到榴莲披萨也会想到
128720	130360	其中有一个品牌就叫笔革
130360	130920	对不对
130920	132280	因为我们家榴莲披萨呢
132280	134720	是成本会确实是比其他贵一些
134720	135600	因为大家都知道
136600	138240	榴莲披萨榴莲的这个
139720	142080	榴莲这个新鲜的成本的状态下呢
142080	144320	新鲜的榴莲这个新鲜的状态下
144320	145120	它的价格呢
145120	146120	就会比其他高一些
146120	147080	榴莲这个
147080	148840	它比肉肉贵是很正常的事情
148840	150920	贵个几十倍二十几倍几百倍呢
150920	152160	说很正常的事情
152160	152720	所以说啊
152720	154240	咱们家这个一般一般的话
154240	155760	如果大家爱吃榴莲都知道
155760	156680	如果爱吃一个榴莲
156680	158480	新鲜的果子一个状态下的话
158480	159240	你去开榴莲
159240	161840	你开猪肉肉是这个靠运气的
161840	162120	对不对
162120	164560	而且有些就会网上也会教你很多
164560	167120	我怎么样去分辨这个榴莲有多少黄的果肉
167120	168800	让你今年开出来多一些
168840	169680	都是靠运气的
169680	171040	但是我们家所有榴莲
171040	172960	拉到工厂的这些所有榴莲
172960	175160	都是可以确定它可以开出
175160	176880	非常非常多的榴莲果肉的
176880	178360	就是咱们不用靠运气
178360	180000	确定它可以开出很多的
180000	181360	因为它的熟度很高
181360	182560	它的价格在那里
182560	183080	对不对
183080	184400	它是泰国马来西亚
184400	186120	真真正正的榴莲啊
186120	187840	这些泰国马来西亚的榴莲
187840	188960	所以说它的这个
188960	190960	确定就是里面果肉去多
190960	192960	所以它的腾熟度会更高
192960	195920	所以说它的整体的口味的绵密感会更强啊
195920	197440	所以说爱吃榴莲的宝宝
197480	199040	都是可以安心去拍啊
199040	200960	安心拍咱们家这个榴莲呢
200960	201360	然后呢
201360	202760	今天咱们家的榴莲果肉呢
202760	204880	就是放在这个榴莲披萨上面
204880	206200	然后给大家做成西红寸
206200	207000	加了一个空气炸锅
207000	209120	垫锅烤箱可以随随实现的
209120	210080	然后也可以不用刷锅
210080	210560	不用刷盘子
210560	211520	不用洗碗呢
211520	213760	然后再加上咱们家这个榴莲果酱
213760	215560	也是加了实实在在的榴莲果肉
215560	217240	扎扎实实这个口感
217240	218320	而且重要的是什么
218320	219520	咱们家所有的披萨
219520	221480	完全没有放任何的防抖剂
221480	222880	还有什么精致的东西
222880	224800	就是扎扎实实让你看到
224800	225640	泰国马来西亚
225640	227320	大颗大颗的果肉在上面
227320	228960	所以说喜欢吃宝宝赶紧拍
228960	229640	然后大家有什么问题
229640	230480	不妨留言上二组
230480	232200	我去拿奖励券来介绍
232200	233800	继续换我们家这个小哥哥
233800	234680	继续拿送福利
234680	235720	大家不要走开啊
237440	238520	欢迎大家来我们的直播间
238520	240240	刚刚来到这边的朋友们
240240	241120	怎么没点关注的
241120	242920	应该记得把关注点上啊
242920	245040	这个一号链接还有三单
245040	245560	我看着啊
245560	246920	咱们先去把它拍一下
246920	249160	一号链接是咱们的这个
249160	251000	榴莲披萨喜欢吃的朋友们
251000	252520	咱们直接去冲就好了
252560	253920	榴莲披萨也是我们家
253920	255520	一直以来的一个招牌啊
255520	256640	到现在为止
256640	258640	它卖的是非常好的
258640	259400	而且呢
259400	260520	大家也都爱吃
260520	262600	因为它的味道真的很好吃
262600	263280	上面呢
263280	264880	所有的榴莲都是什么
264880	267200	都是这个泰国马来西亚
267200	268320	原装进口的
268320	270120	大块大块的榴莲果肉
270120	271200	吃起来非常好吃
271200	271920	另外呢
271920	273160	整个的榴莲披萨
273160	273920	你吃起来啊
273920	275440	下面因为有这个
275440	277040	很厚的一层榴莲果酱
277040	278280	所以说你吃起来呢
278280	279800	会有一种非常浓郁的
279800	281080	一个榴莲的香气
281080	283120	那么配合上我们整个
283120	285200	这个新西兰原装进口的
285200	286680	马苏里亚芝士呢
286680	288280	整体就更加好吃了
288280	289320	所以说朋友们
289320	291000	今天我们难得做一次
291000	292600	榴莲披萨的活动
292600	293920	日常价格呢
293920	297240	咱们是39块9一盒
297240	298720	那么四盒的话就要
298720	300360	159块钱
300360	300960	对吧
300960	301920	那我们今天呢
301920	304440	直接给大家降个40
304440	305720	减去40块钱
305720	307920	119到手四盒
307920	310520	而且您现在点完关注之后啊
310520	311800	大家注意
311800	313520	左上角的关注点一点
313520	315360	左上角关注点完之后
315360	316560	我们直接给大家
316560	318040	额外再加送一盒
318040	321680	咱们家正装的这个鸡肉披萨
321680	323000	你一共到手呢
323000	325560	那就是五盒装的一个数量了
325560	326160	好不好
326160	327000	那么这个数量
327000	329320	您平时在我们的直播间啊
329320	330760	在我们店铺啊
330760	332280	哪里都是买不到的
332280	333800	所以说一定要把握住
333800	334760	今天这个机会
334760	335600	这是大家一次
335600	337720	难得的一次福利活动啊
337720	338520	另外呢
338520	339800	现在拍完之后
339800	342200	我们全部都给大家安排
342200	345120	顺风冷链包邮到家的服务
345120	347720	而且我们是坏单包赔的
347720	350920	所以说大家可以放心去拍啊
350920	352080	放心去拍
352080	353240	现在拍完啊
353240	355600	我们明天早上给您发货
355600	357120	那么差不多
357120	359200	后天就能到了啊
359200	361280	所以说大家把握住这个机会啊
361280	363120	咱们这个做法也很简单
363120	364760	用您手上的工具都可以啊
364760	366800	比如说这个空地打锅啊
366800	367360	烤箱
367360	367880	平底锅
367880	369640	电饼铛微波炉等等
369640	370560	都可以做
370560	372000	烤制的时间长一点的
372000	373200	怎么就烤一个8分钟
373200	374200	时间短一点的呢
374200	377000	咱们就烤一个三分钟的时间
377000	378160	就可以了
378160	379560	做法很简单啊
379560	381520	省时省力又省心
381520	382040	但是呢
382040	384000	我们这个披萨的味道
384000	384280	哎
384280	385360	它的一个品质
385360	386720	包括我们食材
386720	388280	用的这些真材实料
388280	390040	是一点都不给打扫的
390040	390680	并且呢
390680	391240	大家注意啊
391240	394320	怎么现在整个的这个披萨
394320	396200	后面啊配料表
397000	398280	写的非常干净啊
398280	400400	它上面没有加入任何的
400400	402240	防抹剂之类的东西
402240	404720	所以说各位可以放心去吃
404720	405800	来到这边的朋友们
405800	407080	怎么现在没有拍的宝贝
407080	409240	一定记得抓紧时间去拍
409240	410400	吃起来不仅营养
410400	411320	不仅好吃
411320	413120	而且健康好吧
413120	415880	这是我们的披萨的一个优势啊
415880	417960	也是大家买它的一个
417960	419760	非常关键的原因
419760	420360	啊
420360	423080	那么大家对于我们非常认可
423080	424720	所以说我们才能做到
424760	426160	所以说我们才能做到
426160	428240	今天这个规模
428240	429760	咱们比格啊
429760	431520	我们比格披萨呢
431520	433560	已经做了二十多年的时间了
433560	435680	线下门店开了两百多家
435680	437680	两百多家门店什么概念
437680	439880	咱们都是一个自助的模式
439880	441480	规模非常大的啊
441480	444520	那么我们到现在为止已经服务了
444520	446680	超过一亿人次的顾客了
446680	448520	也就是说大家对于我们
448520	450840	普遍对于我们的这个品质啊
450840	451560	味道啊
451560	452360	包括服务啊
452360	453440	等等这一些
453440	455440	都是非常认可的
455440	457560	所以说我们才能做到今天
457560	459760	那么我们把这个好吃的
459760	461840	速冻披萨给大家做出来
461840	464120	复刻了线下门店的一个味道
464120	467240	也是为了让大家在家里面的时候
467240	468280	足不出户
468280	471640	想吃披萨都可以随时能吃到
471640	474640	就是一个非常新鲜好吃的一个味道啊
474640	478080	那么我们整个的榴莲披萨
478080	479440	包括其他口味啊
479440	482120	所有的这些披萨上面用到的芝士
482120	483520	全部都是
485200	489320	全部都是新西兰原装进口的马苏里拉芝士
489320	490160	所以说呢
490160	491360	来到直播间的朋友们
491360	492760	怎么现在没有拍的宝贝啊
492760	494960	一定记得抓紧时间去拍
494960	495800	进入直播间
495800	498240	趁着我们现在有活动
498240	500680	尽早去把我们的披萨给拍到手
500680	502880	那么这个一号链接
502880	504880	还有三单的库存
504880	507000	这三单都是带赠品的
507000	509480	所以说来到直播间的朋友们
509520	513400	咱们没有拍的宝贝直接下手去拍啊
513400	515400	另外记得关注点一点
515400	516680	支持一下咱们直播间好吧
516680	518360	左上角的关注点一点
518360	519800	支持一下我们的直播间
519800	520960	来到直播间之后
520960	522080	大家有任何的问题
522080	523160	一定记得跟我说
524280	525360	打在评论区里面
525360	526880	我去给大家解决问题
526880	528360	现在进入直播间之后
528360	530360	有任何的疑问一定记得跟我说
533320	534560	我们这个不知道怎么回
534560	536000	直播间外面有点乱啊
536000	539640	大家可以理解一下
540480	541240	大家就是不见
541240	542520	刚刚来到这边的朋友们
542520	543320	大家有任何的问题
543320	544000	一定记得跟我说
544000	544760	打在评论区里面
544760	546000	我去给大家解决问题
546000	547440	现在来到这边之后
547440	549320	一号链接还有三单库存
549320	549920	好不好
549920	550800	没有拍的宝贝
550800	551800	抓紧时间去拍
551800	554040	一号链接就在一号链接
554040	555200	榴莲披萨
555200	557120	喜欢吃榴莲的宝贝们
557120	558560	一号链接榴莲披萨
558560	559560	没有拍的宝贝
559560	560880	抓紧时间去拍
560880	563080	现在还有三单库存
563080	564160	还有三单库存
564520	566680	这三单都是带赠品的
566680	567680	带赠品的
567680	569240	怎么拼手速就好了
569880	571080	欢迎大家进入直播间
571080	572840	那一号链接我不讲了
572840	574800	一号链接我不多讲了
574800	576520	所有来到直播间的朋友们
576520	578560	如果说你喜欢吃披萨的话
578560	580080	咱们直接去买就好了
580080	581640	今天一号链接
581640	583760	我先给大家减40块钱
583760	585120	159不要了
585120	587560	给大家一个119块钱
587560	589520	而且现在拍完之后
589520	592000	除了这四盒榴莲披萨之外
592120	593640	我们额外还给大家
593640	596480	再加一盒正装的鸡肉披萨
597400	598240	你好你好
598240	599880	咱们有什么问题可以跟我说
599880	601000	左上角没点关注的
601000	602520	一定记得把关注点一下
602520	604720	有任何的问题打在评论区
604720	607400	我们是比格披萨的直播间
607400	609480	喜欢吃披萨的朋友们
609480	611640	关注一下我们的直播间
611640	613480	我们会一直给大家带来一个
613480	614640	好吃的披萨
614640	615840	我们也会源源不断的
615840	617920	给大家研发出一些新的口味
617920	619000	那么今天呢
619000	620600	是我们线下门店的
620600	622640	三个经典口味的复刻
622640	624360	以及一个新口味
624360	625280	现在呢
625280	626480	咱们直播间里面一共有
627560	628880	四种口味的披萨
628880	629680	所以说呢
630800	632520	那我一个一个跟大家说一下
632520	634000	咱们的2号链接
635560	637560	来所有新进去的朋友们
637560	639240	尤其是新朋友啊
639240	641040	咱们直播间的新粉们
641040	643200	咱们注意看一下2号链接
643200	644760	2号链接的日常价格
644760	646440	39块9一盒
646440	649280	我们两盒是79块8
649320	652040	三盒是119块钱
652040	653640	我们今天给大家一个
653640	655920	加量不加价的活动
655920	656720	再来一盒
656720	657840	到手四盒装
657840	660520	这四盒您是可以去自选口味的
660520	662000	上面四种口味
662000	663640	喜欢吃肉多的
663640	665640	去拍我们的至尊披萨
665640	666400	这个肉更多啊
666400	668400	上面有意大利的三辆米香肠
668400	669280	有火腿片
669280	670120	有培根片
670120	671600	有牛肉丸各种肉
671600	674160	吃起来口感层次更加丰富一些
674160	675400	喜欢吃辣的
675400	678000	拍我们的麻辣小龙虾披萨
678000	679600	这个吃起来麻辣鲜香
679600	680600	喜欢吃水果
680600	681600	喜欢吃榴莲的
681600	682880	我就不用多讲了
682880	686240	咱们家榴莲披萨上面用到的所有的榴莲
686240	689600	全部都是泰国马来西亚原装进口的榴莲
689600	690600	品质非常好
690600	691440	拍这个
691440	693920	然后喜欢吃鸡肉的
693920	695840	可以去拍我们的鸡肉披萨
695840	697960	这个鸡肉披萨的热量更低啊
697960	699840	非常适合我们平时
699840	703640	对于身材管理要求比较高的朋友们
703640	704160	宝贝们
704160	705680	咱们去拍一个鸡肉披萨
705680	707320	那么四种口味
707360	708880	今天随心去选
708880	711240	您可以按照自己的喜好去搭配
711240	715400	不需要按照它这个什么固定的一个一样一盒
715400	716440	怎么去选
716440	717440	拍完之后呢
717440	718880	注意啊
718880	719720	我刚刚说什么了
719720	721320	说这个点关注对不对
721320	722320	点关注的
722320	724520	我们给大家额外加送一盒
724520	727640	咱们家正装的这个鸡肉披萨
727640	729800	一共到手五盒装
729800	732520	这个鸡肉披萨怎么现在没有下单的宝贝
732520	734160	也可以去尝试一下
734160	735760	那么到手五盒装
735760	738640	这个数量五盒全部都是正装
738640	739120	注意啊
739120	740280	咱们家的披萨呢
740280	741920	是七英寸的
741920	745520	现在大部分的速冻披萨都是新寸的
745520	747160	因为再大一点的话
747160	749800	不方便大家平时自己去做啊
749800	751040	再小一点呢
751040	752960	可能大家就不够吃了
752960	754000	虽然说也有啊
754000	755120	有六点五英寸的
755120	756160	有六英寸的
756160	757240	有九英寸的
757240	760440	但是咱就跟跟我们一样大的比好吧
760440	761680	这个合理啊
761680	763840	那么同样七英寸的披萨
763840	765240	您正常情况下
765240	770400	通常买到的都是170克到180克的重量
771480	772640	但是我们家呢
772640	778000	给您做到了220克到235克的一个重量啊
778000	780760	你想五个披萨
780760	783560	多了这50克到65克
783560	785960	咱就取个平均值吧
785960	787400	咱就算个60克
787400	788360	差不多啊
788360	789480	60克的话
789480	790400	那你乘个五
790400	791840	那就是300克了
791880	793520	快顶上他们两盒披萨了
793520	794160	对不对
794160	794920	所以说呢
794920	796800	我们多出来的这部分重量
796800	798160	是实实在在的
798160	801400	让你吃到一个更加扎实的口感
801400	802720	更加扎实的口感
802720	804880	那么整个这个披萨
804880	807200	了解我们笔革的都知道啊
807200	809600	怎么笔革做的是薄底的披萨
809600	810400	也就是说呢
810400	811200	底更薄
811200	811920	重量更重
811920	814960	也就意味着加的馅料能够更多一些
814960	815600	对不对
815600	816960	所以说来到这边的朋友们
816960	817760	怎么现在没有拍的
817760	820840	宝贝一定记得抓紧时间去拍
820840	823560	趁着我们现在有活动的时候
823560	827640	大家尽早的去把我们的披萨给拍到手
827640	829160	大家刚刚进入主编的朋友们
829160	830000	一号链接
830000	831120	还有没有没下班的
831120	832040	一号链接
832040	833800	榴莲四合装
833800	835520	现在还有三单
835520	837520	拍完这个四合装之后
837520	839800	我们还会额外给大家
839800	843480	加送一盒我们家正装的鸡肉披萨
843480	845640	作为我们今天的一个赠品
845640	847040	一个福利
847040	848240	一号链接
848240	849560	还有一单了啊
849560	850720	榴莲的四合装
850720	851720	还有最后一单
851720	853160	刚刚来到这边的朋友们
853160	854160	怎么现在没有拍的
854160	856760	宝贝一定记得抓紧时间去拍
856760	858560	还有最后一单的固存
858560	859760	没有下单的朋友们
859760	862000	一定记得抓紧时间去下单
862000	864160	把握住今天这个价格优惠啊
864160	866480	趁着我们现在有活动的时候
866480	868000	尽早去把它拍到手
868000	869160	然后这个鸡肉披萨
869160	870360	我给大家讲一下
870360	872680	这是我们线上的一个新品
872680	874880	你在线下门店你实现不到的
874880	876520	所以说我们老板就考虑到
876520	878320	很多朋友没有吃过这个味道
878320	880040	所以说把它拿出来作为一个赠品
880040	880960	送给大家
880960	883400	让大家去免费去尝一尝
883400	884880	另外考虑到我们
884880	889200	毕竟新直播间之前没有播过很多
889200	890920	所以说大家可以看到
890920	892840	咱们整个直播间
892840	895640	现在把鸡肉披萨作为一个赠品
895640	896600	送给大家
896600	898120	希望大家能够点点关注
898120	898560	好吧
898560	899760	点一点关注
899760	902960	这个鸡肉披萨是235克的
902960	905680	这个鸡肉披萨235克的
905680	907120	重量很结实的朋友们
907200	910480	是完完全全我们正常在卖的正装
910480	912200	来刚刚来到这边的朋友们
912200	914360	咱们现在有没有没拍的宝贝啊
914360	915840	没有下单的宝贝们
915840	917920	咱们直接一号链接拍起来
917920	920840	一号链接还有最后一单
920840	921800	还有最后一单
921800	923640	那么现在拍完之后
923640	926840	我们全部都给大家安排顺风冷链
926840	928440	包邮到家的服务啊
928440	929080	快的呢
929080	931320	一天就到慢的两天的时间
931320	932880	您就拿到手
932880	934480	到手之后做法很简单
934480	936000	用你手头上的工具都可以啊
936000	937880	比如说这个空气打锅啊
937880	939120	烤箱平底锅
939120	942800	电饼铛微波炉等等这些全都可以做
942800	945200	只需要烤制一个5到8分钟
945200	946480	就可以烤制完成了
946480	948360	如果说您实在着急吃的话
948360	950120	烤一个三分钟五分钟
950120	951600	也都一样可以的
951600	953600	所以说来到这边的宝贝们啊
953600	955000	怎么现在没有点关注的
955000	956520	一定记得把关注点起来
956520	957960	把我们的披萨拍到手
957960	960920	那么二号链接今天的这个价格
960920	963800	这个数量包括它的味道搭配
963840	966480	无论您是我们的新粉丝还是老粉丝
966480	968480	今天都是非常合适的啊
968480	971080	新粉丝们今天我们可以去干嘛
971080	972280	可以去尝鲜了
972280	973240	四种口味
973240	975000	您一个链接全部带走
975000	975920	而且呢
975920	977720	对于我们所有的粉丝朋友们
977720	980640	今天整个四盒装拍完之后
980640	982000	您点个关注
982000	984440	还能给您额外再加送一盒
984440	987680	咱们家的正装的这个鸡豆披萨
987680	989760	一共到手五盒装的数量
989760	991240	请您再吃一次
991240	991560	好不好
991560	993120	这是咱们今天的一个福利啊
993120	994720	所以说来到这边的宝贝们
994720	995720	怎么现在没有拍的
995720	998040	一定记得抓紧时间去拍
998040	1001000	趁着我们现在有活动的时候
1001000	1003560	尽早去把它拍回家啊
1003560	1004920	这是二号链接
1004920	1006520	对于老粉丝来说呢
1006520	1009840	您可以去选自己喜欢吃的味道去囤货啊
1009840	1014680	日常价格我们119只能买到三盒
1014680	1018400	今天我们119能够买到整整的五盒装比
1018400	1019840	平时多了两盒
1019840	1020440	所以说呢
1020440	1021600	买一单多两盒
1021600	1023440	买两单就多四盒了
1023440	1025920	咱们是按单数去给他送的
1025920	1027600	每拍一单就给他送一盒
1027600	1029600	咱们正装的鸡肉披萨
1029600	1031560	所以说现在没有下单的宝贝
1031560	1033720	一定记得抓紧时间去拍
1033720	1036440	把握住今天的一个价格优惠啊
1036440	1037840	那么这是二号链接
1037840	1038600	二号链接呢
1038600	1039000	还有几单
1040440	1041320	还有两单
1041320	1043800	二号链接还有两单的库存啊
1043800	1044600	没有拍的宝贝
1044600	1046720	一定记得抓紧时间去拍
1046720	1049560	趁着我们现在能给大家送赠品
1049560	1051600	大家尽早去把他拍到手啊
1051600	1052480	把他拍回去
1052480	1054480	那二号链接我就不多讲了
1054480	1056080	咱们所有来到这边的朋友们
1056080	1057960	咱们注意看一号链接
1057960	1060040	一号链接是我们的一个榴莲披萨
1060040	1061920	榴莲的四盒装
1061920	1063840	那刚刚来到这边的朋友们注意看啊
1063840	1065880	一号链接榴莲四盒
1065880	1066680	没有拍的宝贝
1066680	1068480	一定记得抓紧时间去拍
1068480	1069080	现在呢
1069080	1071080	一号链接榴莲的四盒装
1071080	1072320	还有最后一单啊
1072320	1074560	我再跟大家讲一下咱们家榴莲披萨
1074560	1075480	榴莲披萨呢
1075480	1076840	是我们家的一个招牌
1077160	1079040	基本上啊
1079040	1080960	做了这么多年
1080960	1084040	就属这个榴莲披萨卖的特别特别的好
1084040	1085880	啊就是好多粉丝
1085880	1087200	好多我们的顾客
1087200	1089000	连着来好几次啊
1089000	1092160	好多年都是特别爱吃这个榴莲披萨的
1092160	1093560	因为我们这个榴莲披萨
1093560	1095720	有自己的一个配方啊
1095720	1098440	咱们上面用到的所有的这些榴莲啊
1098440	1100800	怎么是有大块大块的榴莲果肉的
1100800	1103040	这个榴莲果肉全部都是泰国
1103040	1105520	马来西亚原装进口的一个榴莲
1105600	1108040	吃起来口感非常好吃
1108040	1109680	而且呢它的香气啊
1109680	1110560	非常的浓郁
1110560	1112280	味道非常的丝滑
1112280	1113480	口感非常丝滑
1113480	1115280	那么除此之外
1115280	1117680	我们上面用到的所有的芝士
1117680	1122360	全部都是新西兰原装进口的马苏里拉芝士
1122360	1124280	拉丝效果也很好
1124280	1127400	而且呢吃起来芝士的口感也很棒
1127400	1132440	并且下面还有一层这个厚厚的一层榴莲的果酱
1132440	1135080	这个果酱也是我们自己用榴莲做的
1135080	1136520	所以说这个味道呢
1136520	1138440	就是我们比个自己的味道
1138440	1142440	整体吃起来可以使得这个榴莲披萨更加的好吃
1142440	1144800	味道更加的香浓一些
1144800	1148000	所以它能够成为我们家的招牌的口味
1148000	1149360	那么一号链接
1150400	1151320	榴莲披萨
1151320	1153440	我们平时很少做活动的
1153440	1155040	因为他们的成本不一样
1155040	1156760	每一种口味成本不一样
1156760	1161640	榴莲披萨就是其中偏高的高很多的那一个啊
1161640	1162200	所以说呢
1162200	1164160	我们平时很少做活动
1164160	1166600	今天呢给大家做一波活动啊
1166600	1167280	来啊
1167280	1169080	没哭酸了是吧
1169080	1169640	没哭酸了
1169640	1171960	朋友们来所有这边朋友们啊
1171960	1176040	刚刚就这边的宝贝来一号链接榴莲披萨
1176040	1179280	喜欢吃我们家榴莲披萨的宝贝啊
1179280	1180840	记得关注点上啊
1180840	1182560	关注点上怎么四合之外
1182560	1184800	还要给您再加送一合的好吧
1184800	1185800	然后呢
1185800	1188360	我现在直播间有九个人对吧
1188360	1190760	三号链接现在为止你看一下
1191040	1191840	多少
1191840	1193440	你就直接说就好了
1193440	1194440	19个
1194440	1196160	那你清出来五个
1196160	1197160	清出来五个
1197160	1199000	把赠品给到一号好吧
1199000	1200240	咱们把赠品呢
1200240	1202280	尽量都给他补到一号去啊
1202280	1203720	把三号链接的赠品呢
1203720	1204960	留出来给一号啊
1204960	1206680	所有刚刚来到这边的朋友们
1206680	1209080	咱们喜欢吃榴莲披萨的宝贝啊
1209080	1210680	我给大家清出来五个啊
1210680	1213080	给大家清出来五个链五个库存
1213080	1215000	一号链接榴莲的四合装
1215000	1217960	日常价格159块钱
1218680	1221000	今天呢给大家减去40
1221000	1224000	119到手四合
1224000	1226720	而且呢现在拍完之后啊
1226720	1229080	除了我们这个四合装
1229080	1232000	40块钱的价格优惠之外
1232000	1234280	今天所有进入直播间的宝贝们
1234280	1235760	您现在拍完之后
1235760	1237880	我给大家额外再加一合
1237880	1240600	咱们家正装的这个鸡肉披萨
1240600	1242760	好不好来一号链接还没加好吗
1242760	1243760	加好了
1243760	1246080	一号链接咱们刷新的鸡肉
1246320	1248400	来一号链接咱们刷新购物车
1248400	1249160	直接下单
1249160	1251200	主播刚刚给大家把这个库存
1251200	1253400	给大家拉到这个五单了朋友们
1253400	1254320	是五单吗
1254320	1255160	是五单
1255160	1257120	来一号链接咱们直接去下班就好了
1257120	1259200	一号链接榴莲四合装
1259200	1261160	给大家上了五单的库存
1261160	1263360	咱们现在拍记得点关注啊
1263360	1264400	我还是那句话
1264400	1266720	您今天点的是一个免费的关注
1266720	1269560	但是您到手的是整整的
1269560	1271120	五合
1271120	1271800	五合
1271800	1273400	对额外再来一合
1273400	1274960	咱们这个正装的鸡肉披萨
1274960	1276000	没没什么问题啊
1276000	1277840	我这个突然有点想不明白了
1277840	1278720	有点算不清楚了
1278720	1281240	全又是五又是四又是五又是四的啊
1281240	1282560	给我搞得搞晕了啊
1282560	1283240	没什么问题
1283240	1285080	一号链接现在拍了朋友们
1285080	1286080	记得点关注啊
1286080	1287800	点关注到手五合的啊
1287800	1290080	其中有四合榴莲一合鸡肉的
1290080	1292120	我还是要跟他强调一下
1292120	1294840	咱们今天给他送的这个鸡肉披萨
1294840	1298360	要跟大家讲清楚为什么要给大家送
1298360	1299200	首先呢
1299200	1300920	鸡肉披萨在线下门店
1300920	1302000	我们是不卖的
1302000	1303240	没有这个味道
1303240	1304560	所以说老顾客
1304560	1306760	您不管在我们线下门店吃了多少年
1306760	1308480	这个您是没有吃过的
1308480	1309920	所以说我们老板考虑到
1309920	1311160	好多朋友没有吃过
1311160	1313440	所以说拿出来让大家去尝一尝
1313440	1316200	这是他对于一个传统餐饮行业的
1316200	1318560	对于顾客的一个照顾啊
1318560	1322160	希望大家能够多多继续支持我们的店铺
1322160	1323040	同时呢
1323040	1325720	我们也有很多的线上的新粉丝
1325720	1329560	之前是完全没有去过我们的线下门店吃过的
1329560	1330120	所以说呢
1330120	1331880	今天希望能够点点关注
1331880	1334200	支持一下我们的直播间
1334200	1336640	把他作为一个赠品送给大家
1336640	1337200	好不好
1337200	1341520	这个235克的一个克重的鸡肉披萨
1341520	1344720	今天拿出来直接给他作为赠品去送了
1344720	1345240	好不好
1346360	1348200	来进入这边的宝贝们
1348200	1351320	注意1号链接刚刚给大家上购库存了
1351320	1352920	有5单的一个数量啊
1352920	1354680	喜欢吃披萨的宝贝
1354680	1357120	一定记得直接去1号链接下单
1357120	1357960	1号链接
1357960	1360080	我们的榴莲的四合装
1360080	1362080	喜欢吃榴莲的朋友们
1362080	1364600	直接去1号链接去冲就好了
1364600	1366280	1号链接今天价格非常合适
1366280	1370600	因为平时我们基本上是不做榴莲披萨的活动的
1370600	1372240	日常价格榴莲披萨
1372240	1376200	39块9亿和他完全对得起这个价格
1376200	1380640	他这种品质上面用的是大块大块的榴莲果肉
1380640	1381200	然后呢
1381200	1383880	果酱也是我们自己用榴莲做的
1383880	1384560	然后呢
1384560	1389160	这个芝士全部都是新西兰原装进口的马苏里达芝士
1389160	1390320	下面的饼底
1390320	1395200	我们用的是中某良提供的这个硬小麦的麦芯粉
1395200	1396520	蛋白质含量更高
1396520	1397440	韧性更足
1397440	1398920	吃起来口感更好
