start	end	text
212960	214360	可以先把我们的关注点一点
214360	215800	过几天我们在努力的争取当中
215800	216480	应该会上的
216480	217120	好不好
217120	218560	对的
218560	220240	不想吃鸡米花吗
220240	223480	你旁边有没有人把鸡米花给他吃
223480	224520	给我吃吧
224520	224880	给我吃
224880	225760	我可以为你效劳
225760	227160	我也愿意
227160	228560	如果说大家比较喜欢的话
228560	229800	比较喜欢我们这个
229800	230720	肯德基时货局
230720	231520	喜欢我们老乡局长
231520	232360	喜欢我们小铁井里的
232360	233240	记得把关注点上
233240	234240	关注点上
234240	235880	包括还有你先说
235880	237240	肯德基时货局
237240	239080	天天都有局
239080	239440	是的
239440	241560	包括大家如果说不知道怎么合调使用的
241560	243120	不知道怎么去宅集送的
243120	243960	点完关注以后
243960	245880	我们的主页置顶视频也是给大家写的
245880	247440	很详细很清楚的
247440	247680	是的
247680	248680	我们的2号链接
248680	249400	3号链接
249400	250120	4号链接
250120	251840	5号链接是明天用的
251840	253440	但是这四个链接里面
253440	255720	明天能够宅的是3号链接
255760	257400	宝贝们听到了没有
257400	260640	明天能够宅集送的链接是3号链接
260640	261440	今天这样宅的话
261440	264000	去拍我们的1790号链接都可以
264000	264800	都没有问题
264800	265240	好吗
265240	265560	是的
265560	268080	现在是我们774位宝贝在直播间
268080	268920	欢迎大家
268920	270320	其次偷偷告诉大家
270320	272560	福袋还有两分钟时间就要开了
272560	275680	但是现在是不到30位宝贝在参与
275680	278200	所以说左上角的福袋点一点
278200	279320	咱们蹲好了
279320	280840	你得用你那个腰后的语气
280840	284120	左上角的福袋我们抢一抢喽
284440	285840	34位宝贝在参与
285840	287680	这一响子腰后来的四五个宝贝
287680	288640	记得把我们的福袋
288640	290080	轻点一下进货菜上
290080	293400	每拨福袋基本上会开20到30个人
293400	294200	机会很大的
294200	294520	没错
294520	295600	而且只有两分钟了
295600	297240	大家耐心的去等待一下
297240	299480	但是2号链接也抢完了
299480	299960	也没有了
299960	302280	我们的所有参与完福袋的宝贝
302280	306040	不要着急把小举头放在我们的小房子上面
306040	308760	马不停蹄给大家加2号链接的库存
308760	309520	准备好了吗
309520	311240	5秒钟点关注参与福袋了
311240	312080	宝贝们好不好
312080	314480	5 4 3 2 1
314480	317040	刷新去拍我们的2号链接
317040	318000	大家刷新去拍
318000	320160	今天能不能够用
320160	321920	今天能够用的是好多
321920	323440	1号链接今天能够用
323440	323680	是的
323680	327040	然后包括小房子里面的6号到16号链接
327040	328480	都可以去拍起用了
328480	330160	宝贝们除了我们的2 3 4 5
330160	332960	周日疯狂咪是明天可以去用
332960	334400	但是虽然说明天去用
334400	335920	咱们值得今天去囤的
335920	338480	宝贝们价格它首先很划算
338480	340400	而且你明天再来的话
340720	343360	它没有抢不到
343360	344560	人没有那么少了
344560	344960	好不好
344960	346080	人那么多
346080	347680	库存只有我们金银这么多
347680	348960	你想想今天都这么难抢
348960	350480	明天该有多难抢
350480	350880	是的
350880	351440	对的
351440	352480	所以说趁着今天
352480	353760	你正好来到直播间了
353760	355920	反正咱们早也是拍
355920	356640	晚也是拍
356640	358160	干嘛不早一点去做准备呢
358160	358400	是不是
358400	358880	没错
358880	361280	把我们的2 3 4 5号链接囤起来
361600	362720	如果说有什么问题
362720	364160	我们两个没有回复上大家的
364160	365440	辛苦大家多打几遍
365440	366240	公屏有点多
366240	367280	我们俩看不起好吗
367280	368720	周日宝贝问我们13号的两个生态
368720	369680	可以分两个合双宝贝
369680	370560	目前还是不可以
370560	371280	喽喽喽
371280	371440	是的
371440	373360	因为它只有一个键盘
373360	374640	你可以找一个人给你A一下
374640	375120	好吗
375120	375920	是的
375920	376800	2号的话
376800	377520	您现在可以用吗
377520	378720	宝贝
378720	380480	记得咱们不分城市
380480	381920	中国大陆的8000多家门店
381920	382720	基本上都可以用
382720	385200	避开交通枢纽旅游景区
385200	386960	精选优选餐厅
386960	388160	别的地方都可以用
388160	388480	好吗
388480	389520	除了这三个地方
389520	390720	加上我们直播的话
390720	392160	现在是不到半个小时了
392160	392880	20多分钟
392880	394480	20多分钟时间就要结束了
394480	395120	大家都知道
395120	396800	我们可能这时候就是每天5点钟
396800	397920	准时准点下播到
397920	398240	是的
398240	398880	下播之后
398880	400560	你到哪都找不到这么优惠的价格
400560	401520	包括我们的橱窗里面
401520	403600	也不会再给大家上架这些链接了
403600	404000	没错
404000	405040	就说趁着我们俩在
405040	406560	能给你解答问题
406560	407680	还能够拍到套餐
407680	408800	抓紧时间去囤一囤
408800	409360	是的
409360	410800	抓紧时间只有20几分钟了
410800	411280	宝贝们
411280	412000	是的
412000	412720	包括那些宝贝们
412720	414240	问我们的套餐内容有哪些
414240	415280	因为我们的周日风王铭
415280	417120	是您自己可以去随意搭配的
417120	418640	这边您可以点开链接以后
418640	419920	往左一滑
419920	420800	自己去看一看
420800	422160	第二张图片上有
422160	422640	是的
422640	423920	给大家写的都很清楚的
424080	425200	每一个链接都是
425200	426480	在你点开之后
426480	428320	图片往左滑的第二张图片上面
428320	430080	就会出现到我们今天
430080	431760	这个链接的一个餐品内容
431760	432160	没错
432160	434000	恭喜我们刚刚这23位宝贝
434000	434480	是的
434480	437120	赴袋ZZZ宝贝也参与到了
437120	437920	也中了是不是
437920	438480	被发现了
438480	439600	恭喜大家
439600	440800	感谢大家支持
440800	441120	对不对
441120	442400	如果说没有中到福袋的
442400	443120	没有关系
443120	444080	因为我们今天的话
444080	444960	福袋不间断
444960	445840	福利不间断
445840	447520	在直播间里面蹲住
447520	448080	宝贝们
448080	449280	蹲住了宝贝们
449280	449680	好不好
449680	450240	是的
450240	451680	抓紧时间去囤了宝贝们
451680	453440	还有20分钟的一个时间了
454080	455040	回复大家一下问题
455040	456080	有好多回复在问
456080	457360	3号今天能用吗
457360	459280	2345
459280	462480	2345是明天用的
462480	462800	宝贝
462800	464560	是的明天才可以去用的
464560	465200	好不好
465200	467200	1号链接可以摘
467200	469200	1号链接今天能够用
469200	471040	6号链接到10号链接
471040	472000	今天都能够用的
472000	474960	只有2345是明天
474960	476480	明天才可以
476480	478480	感谢大家
478480	480480	封面是什么意思宝贝
480480	481760	封面的话是我们的
481840	483680	双宝满分续男8P对吗
483680	484240	这个意思
484240	485840	双宝满分续男8P
485840	486240	没错
486240	487200	他想明天用
487200	487840	周日
487840	490000	但凡标题上面带了周日两个字的
490000	491200	都是只能够周日用的
491200	491840	好吗宝贝们
491840	492560	今天想吃的话
492560	493920	就去吃我们的1号链接
493920	495280	宝宝超满熟双人餐
495280	496960	或者是我们的6到16号链接
496960	497840	都没有问题的
497840	498480	都没有问题
498480	500800	但是更加建议大家早做打算
500800	503120	因为2号3号4号5号链接
503120	503680	明天来
503680	505280	人群的很多
505280	506400	不信你得参观
506400	507280	就来看看
507280	508800	看看是不是我们说的这样子
508800	509840	同时的话
509840	511440	我们的库存也是只有今天这么多
511440	512400	所以说你不好拍
512400	513200	不好抢
513200	515120	今天早做打算
515120	517040	咱们那句俗话怎么说的来着
517040	518400	来都来了
518400	519440	来都来了是不是
519440	521120	那我们1号链接给大家上点库存吗
521120	522160	来都来了
522160	523600	来都来了给大家加库存
523600	524000	好
524000	526160	1号链接哪不停蹄加库存
526160	526800	准备好了吗
526800	528080	宝贝们点赞和关注
528080	529120	点关注
529120	529680	来了
529680	532480	5 4 3 2 1
532480	533440	刷新去拍
533440	535920	我们1号链接宝宝超满熟双人餐
535920	537520	这也是局长今天很推荐的
537520	539440	有今天想要去吃肯德基的
540000	541360	去拍我们的1号链接
541360	541760	是的
541760	543520	首先再给大家说一说我们的套餐内容
543520	544560	一个香辣鸡腿宝
544560	546960	加上一个藤椒风味的黄金四花鸡排宝
546960	548160	另外我们的香辣
548160	549680	另外我们的小分的金泡鸡米花
549680	550640	小分的薯条
550640	551360	普世的那一个
551360	553200	还有两杯小杯的百式可乐
553200	555280	尤其是今天想要宅集送的
555280	556720	更要拍我们的1号链接了
556720	557120	为什么
557120	560080	因为我们会把小薯给它换成热辣香菇鸡三块装
560080	563200	会把我们的两杯小可给它换成两杯中可
563200	565200	这是宅集送的一个内容
565200	566960	推荐大家拍1号链接
567200	571040	推荐大家去进行一个宅集送的
571040	574640	然后想要知道我们各个链接里面的套餐是什么东西的
574640	576240	点进我们的链接
576240	578720	图片往左滑就能够看到了
578720	580800	今天拍我们的2号3号4号的
580800	581840	大家可以拍
581840	584080	然后去隔销的时候才说自己
584080	585440	我要哪个套餐
585440	587440	我要什么东西再告诉大家就可以了
587440	587920	没错
587920	588960	又看到一个大客户
588960	590400	20个人的套餐有没有
590400	591600	宝子20个人的话
591600	592880	您可以拍我们食单
593600	595040	包包超满足双人餐
595040	595440	好不好
596160	597600	1号链接
597600	600000	1号链接的包包超满足双人餐的话
600000	602880	你20个人吃拍食单够够的了
602880	605440	你想想66米的价格
605440	607040	让两个人吃的饱吃的好
607040	610000	你10个人平时你去到哪团建
610000	612880	那不得花个思维数是吧
612880	614400	你想想今天你拍食单
614400	615360	我们的1号链接
615360	618240	660米的话就能够让10个人
618240	618960	是10个人吧
618960	619760	是的10个人
619760	621680	20个人都吃的饱吃的好了
621680	622640	对的放心去拍
622640	623600	安心去选择了
623600	624160	是的
624240	625680	然后回答一下2号今天能用到吗
625680	627200	再来一个统一回复回复
627200	630560	2345今天不能用是明天用的
630560	632400	别的链接都是今天可以用的
632400	634560	是的大家放心选择安心拍
634560	636160	今天能够用的有好多
636160	639520	1号6到16号都是可以今天用
639520	640800	今天拍今天用
640800	642960	能够择的今天就能够择的
642960	644160	1号链接
644160	646160	1号链接
646160	647920	371
647920	649600	再来一遍今天能择的链接有
649600	652160	17910
652160	654400	对的我们反复揣摩一下
654400	656240	是的当然了我们3号链是可以择
656240	657280	但是它是明天择
657280	658640	明天择好吗
658640	660720	宝贝们今天我们下方小房子
660720	661840	所有链接都开好价格
661840	663680	喜欢的一样赶紧去囤起来
663680	664960	马上要下播了
664960	666800	20分钟的一个时间了宝贝们
666800	667200	好吗
667200	668560	抓紧手速了各位
668560	669840	抓紧手速了各位
669840	671680	来同时看一下我们大家的问题
671680	672640	问的比较
672640	674400	我们弹幕轨动的比较快
674400	675680	没有及时回复到大家
675680	676960	辛苦大家多打几遍了
676960	677200	好吗
677200	679280	宝贝们能够择的链接
679280	680880	1号
680880	683520	1号7号9号10号
684160	684800	单独在门口
684800	685920	给我缠染了
685920	686480	是的
686480	687840	能够用的是哪个
687840	689680	1号能用6到16号
689680	690960	今天都能够用的宝贝们
690960	691200	是的
691200	693200	包括不知道怎么去宅急送的宝贝们
693200	694800	点完关注以后
694800	696320	找到我们的主页置顶视频
696320	697280	第三条给大家写的
697280	698640	清清楚楚明明白白
698640	700480	因为我们还有20分钟就要下播了
700480	700720	对
700720	702080	您如果晚上不知道怎么去宅急送
702080	703360	找不到我们了怎么办
703360	704160	点完关注以后
704160	705920	方便您来找到我们的主页视频
705920	706240	好不好
706240	707760	所以说这个关注一定要点上了
707760	708400	宝贝们
708400	710080	想要吃不辣的汉堡吗
710160	711040	不辣的汉堡的话
711040	712160	你去拍6号链接
712160	712640	6号可以
712640	714240	虽然说它不是晋翠的鸡腿堡
714240	715920	但是它是新二粮烤鸡腿堡
715920	716720	同样是不辣的
716720	717440	好吗宝贝
717440	718720	您吃囤这个就好了
718720	719440	对的
719440	722080	同时我们家下方小房子的2号链接
722080	723520	抢完喽
723520	724800	没有溜
724800	725120	对的
725120	726160	马上也要下播了
726160	728160	还剩下22分钟
728160	729360	马上下播了
729360	731040	因此我们也给大家多加点固存喽
731040	732320	2号链接还没有抢的
732320	734000	宝贝记得把关注点上
734000	736000	现在立刻马上马不停蹄点关注
736000	738640	准备给大家去上我们的2号链接了
738640	741440	准备为我们的周日疯狂拼做准备了
741440	742320	准备疯狂了
742320	742720	来
742720	745760	5 4 3 2 1
745760	747840	刷新去台我们的2号链接
747840	749040	周日疯狂拼给大家上了一波
749040	749520	抓紧时间了
749520	749920	宝贝们
749920	750560	是的
750560	751680	抓紧时间去囤了
751680	752160	快快快
752160	753120	是不是明天才能用
753120	754080	是的明天才用
754080	757360	但是它值得您多等一天
757360	758160	值得您多等一天
758160	759440	您去看一看它耗餐内容
759440	760480	加上我们的一个价格
760480	762080	很划算的宝贝们
762080	762480	好不好
762480	764080	所以说今天抓紧去多囤几单了
764160	765600	周日疯狂拼已经有了
765600	768080	能够择的链接有好多
768080	771840	能够择的链接是1号7号9号10号链接
771840	773920	3号链接明天也能够择的
773920	775520	然后想要吃一点冰冰冰
775520	776160	来了两道
776160	779680	想吃我们圣诞去拍13号链接
779680	780080	好吗
780080	780720	各位们
780720	781680	然后有什么问题
781680	783680	我们两个没有及时回复到大家的
783680	785120	辛苦大家多打几遍
785120	786240	感谢大家的支持
786240	786800	没错
786800	787920	想要吃早餐的宝贝们
787920	788960	我们是早上的6点钟
788960	790400	到我们的10点钟
790400	791120	6点到10点
791120	791920	上午的10点钟
791920	793600	可能是晚上的10点宝贝
793600	794800	早上的6点到10点
794800	796720	一次只能够用一张吗
796720	797360	当然不是
797360	797760	不是
797760	798720	只要是你吃得完
798720	799760	只要是你不浪费
799760	800720	想用几张都可以
800720	801440	都不成问题的
801440	801920	是的
801920	803120	多囤一点点宝贝没事
803120	804240	现在下单是吗
804240	805200	感谢大家来支持
805200	806160	感谢大家陪伴
806160	806880	感谢各位
806880	808480	我们马上准时准点
808480	810720	还有20分钟准时准点下播
810720	812880	如果说各位还没有囤到今天优惠套餐
812880	814480	明天再来就来不及了
814480	815360	来不及了
815360	816640	明天直播间人真的很多
816640	817200	不信的话
817200	818000	你可以点上关注
818000	818960	明天来看一下
818960	820320	2345号链接
820320	822000	那个库存条走得非常快
822000	823440	秋秋秋一下就没有了
823440	823760	是的
823760	825200	几乎给大家如果说能放100单的话
825200	826560	几乎是几秒钟那个时间就没了
826560	826800	对
826800	829920	所以说今天人稍微不是那么多
829920	831120	所以说比较好抢
831120	832560	多囤个几单起来
832560	833120	是第一
833120	834080	抓紧时间宝贝们
834080	834320	好吗
834320	835120	能摘吗宝贝
835120	835920	能摘啊
835920	836720	拍我们的1
836720	837200	能摘
837200	837760	可以摘了
837760	838880	1790
838880	839840	7号9号10号
839840	841520	今天就能够摘
841520	843600	3号链接是明天可以摘的
843600	843920	好吗
843920	844320	好呗
844320	845040	听清楚了没有
845040	847280	包括今天想吃什么宝贝
847280	847840	不知道吃什么
847840	849680	可以去拍我们的1号链接
849680	851200	宝宝超满足双人餐
851200	852480	他今天就可以去用
852480	854960	而且他今天可以选择到摘及送
854960	855440	好吗
855440	856880	来点说说我们一个套餐内容
856880	858800	首先里面是有一个香辣鸡腿堡
858800	862320	加上我们的藤椒风味的黄金四花鸡腿堡
862320	863680	另外小份的鸡毛鸡米花
863680	864480	小份的薯条
864480	865280	普世特辣一个
865280	866880	小份的百式可乐两杯
866880	867680	七件套
867680	869760	推荐大家去用来摘及送
869760	872000	会把我们小份的薯条换成
872000	873680	三块热辣香菇鸡
873680	876400	小份的百式可乐升级成两杯中可
876400	877440	就更加划算
877440	878640	更加会更加好吃
878800	879840	所以说推荐大家拍1号
879840	881520	而且推荐大家去摘
881520	882880	关键价格很划算
882880	883840	你现在拍的话
883840	886560	我们这个1号链接还剩下39单
886560	887360	这39单
887360	889520	你可以66给价格
889520	890400	就可以拍下来
890400	890960	对不对
890960	892640	而且像你这个链接
892640	894160	他使用的时间也是比较广的
894160	895200	7天里面都可以用
895200	896160	不仅今天能够用
896160	897360	明天后天到后天
897360	898720	咱们随时享用就用
898720	900720	没有和小玩也没有关系
900720	902480	我们是可以随时过期退的
902480	904480	大家可以放心的
904480	905360	放心去用
905360	905920	宝贝们
905920	906400	拍好吗
906400	906880	宝贝们
907280	908800	看得到库存条都在减少
908800	909120	是不是
909120	909440	是的
909440	910880	没有今天的比较优惠
910880	911520	有啊宝贝
911520	912560	今天的我们的1号链接
912560	913680	其实已经很优惠了
913680	915920	还有790号链接
915920	918720	我们的蜜汁拳击也很划算
918720	920000	赶紧去看看
920480	923280	今天咱们家里面是不是缺稻菜
923280	925040	掐指一算是不是缺稻菜
925040	927360	可以把我们790号链接
927360	929920	硬菜蜜汁拳击拍下来
929920	930480	没错
930480	932160	蜜汁拳击也是我跟井岭
932160	933360	我们两个按头推荐的
933360	934320	按头推荐
934320	934960	周六周日
934960	936640	尤其是跟朋友人多的时候
936720	938560	摆两只蜜汁拳击去试一试
938560	939200	宝贝们
939200	940160	那个感觉
940160	942080	那个氛围感咱就不行
942080	944000	这个东西就让人多
944000	945600	人多吃起来才更好吃
945600	948160	果然蜜汁拳击的魅力是挺大
948160	950320	一介绍他就有点想流口水
950320	950720	宝贝们
950720	950960	是的
950960	952000	感谢大家支持
952000	953280	如果说有什么问题的
953280	954640	大家可以多问几遍
954640	955440	我们没有看到的
955440	955920	没有回复
955920	957120	大家可以多抠几遍
957120	957600	是的
957600	959120	有4个人去吃
959120	960320	想4个人一起吃
960320	960800	宝贝
960800	961520	孩子能不能吃辣
961520	965120	给您推荐1加10号链接
965280	967040	你觉得可能1加10号链接
967040	967760	对4个人
967760	968640	很不错
968640	970160	还有宝宝
970160	971280	还有孩子
971280	973760	孩子应该很喜欢吃我们的蜜汁拳击
973760	974800	很喜欢吃蛋挞
974800	975760	很喜欢吃薯条
975760	976240	对吧
976240	977440	1加10号链接
977440	978560	您按照我们局长推荐的
978560	979520	去拍一下视频
979520	979920	好吗
979920	981440	然后还有什么问题
981440	982640	我们没有回复到的
982640	983520	辛苦大家多打几遍
983520	983840	没错
983840	985040	包括再给大家说一说
985040	986800	还有15分钟左右的一个时间
986800	988320	我们要下播了
988320	988960	下播以后
988960	990720	我们今天的链接就没有了
990720	992960	只能等到明天再来拍宝贝
992960	994000	但是明天你再来拍
994000	995120	我们的周日疯狂拼
995120	996560	人真的很多
996560	998560	大家都知道周日我们有
998560	999920	周日有周日疯狂拼
999920	1001440	对都是赶到周日来了
1001440	1003040	咱今天比别人快人一步
1003040	1003600	好不好
1003600	1004240	先囤起来
1004240	1005520	大家今天可以先去囤
1005520	1007520	我们的2号3号4号5号
1007520	1008480	你今天囤
1008480	1010240	跟明天囤是一个价格
1010240	1012000	但是你想想你比别人先拍到
1012000	1012560	对不对
1012560	1014000	你可以明天早上10点钟
1014000	1015760	咱们这肯德基的一个正常时间段
1015760	1016560	开始之后
1016560	1017600	就立马去炫起来
1017600	1018640	比别人早一步
1018640	1019280	你看看
1019280	1020960	是不是要比别人快一点吃上
1020960	1021520	是不是
1021520	1022320	就不用去挤了
1022320	1023120	不用去排队了
1023200	1023920	多好
1023920	1025360	而且人多的时候
1025360	1025760	对
1025760	1026400	人多的时候
1026400	1028240	你可能现在这一波库存
1028240	1028880	你没抢到
1028880	1030240	又要多等两波保证
1030240	1030560	是吧
1030560	1031920	那就就可能得不偿失了
1031920	1033760	包括像咱们今天囤完了
1033760	1034880	2号3号4号零节
1034880	1036080	明天你就可以不用逛了
1036080	1037120	明天可以不用来了
1037120	1038400	咱们大家睡个大觉
1038400	1039520	就不用再来早起的
1039520	1040480	蹲我们的库存
1040480	1041840	包括我们2号零节大家也都看到了
1041840	1042800	不动不动怎么介绍他
1042800	1043360	不介绍他
1043360	1044640	他已经跑完了
1044640	1045840	已经被大家囤完了
1045840	1047200	实力摆在这里
1047200	1047440	是的
1047440	1048480	根本没在他
1048480	1050480	但是他就默默的被大家抢光了
1050480	1052560	说明就真的是被大家选择
1052560	1054160	大家的眼光都是雪亮的
1054160	1055040	知道哪个划算
1055040	1055680	是的
1055680	1056800	所以说大家想要的话
1056800	1057840	一定要抓紧时间
1057840	1060000	我们准备再来给大家去上一波
1060000	1060320	好不好
1060320	1061520	我们2号零节
1061520	1062080	好吗
1062080	1064080	小伙伴们点关注
1064640	1064880	对
1064880	1065760	把关注点上
1065760	1068000	我们还有16分钟的时间就要下播了
1068000	1068720	16分钟之后
1068720	1069680	准时准点下播
1070000	1072480	我们到2号零节被大家抢光了
1072480	1073840	这样子给大家多加点库存
1073840	1075680	是829位宝贝
1075680	1077200	给大家多加点库存
1077200	1078000	准备好了吗
1078000	1078560	来咯
1078560	1079840	关注点上咯
1079920	1083040	5 4 3 2 1
1083040	1084320	刷新去拍
1084320	1085280	打房子
1085280	1085760	是的
1085760	1087440	今天的任何是几号的宝贝们
1087440	1088800	来给大家说一说
1088800	1090080	不单单明天给大家管宝
1090080	1091520	今天也得吃饱肯定
1091520	1094240	今天就是我们的宝宝超满足双人餐
1094240	1094560	好吗
1094560	1096480	1号零节局长手里拿了这个
1096480	1096720	对
1096720	1099840	他在今天相对来说是比较划算的
1099840	1101680	66米是7件套
1101680	1102960	两个宝3个小时
1102960	1104240	加上两杯饮品
1104240	1104800	宝贝们
1104800	1106000	66米的一个价格
1106000	1106240	好吗
1106240	1107440	就在我们1号零节
1107440	1108320	抓紧去拍
1108400	1109760	而且局长里面建议大家
1109760	1111280	拍1号的时候去摘鸡送
1111280	1112640	因为我们会把小分的薯条
1112640	1114240	给它换成三块热辣香菇鸡
1114240	1115760	包括小杯的百式可乐
1115760	1118400	升级成两杯中可宝子们
1118400	1120000	就更划算更油会更好吃了
1120000	1120800	而且价格的话
1120800	1123680	我们1号零节66米就能够拍下来
1123680	1124480	但是你看一下
1124480	1125760	1号零节是今天拍
1125760	1126880	今天就能够摘
1126880	1128000	今天就能够糖食到
1128000	1129920	它只剩下25两个库存了
1129920	1131360	加上我们马上
1131360	1133600	还有15分钟时间就要下播了
1133600	1134560	下来你拍不到
1134560	1135920	厨房里面也找不到了
1135920	1136480	这个链接
1136480	1137600	所以说现在我们俩在
1137680	1138800	有啥问题先问问
1138800	1139920	把链接先拍一拍
1139920	1140480	先捅一捅
1140800	1141520	没错
1141520	1142320	抓紧时间了
1142320	1143840	宝贝们还有15分钟了
1143840	1144400	好吗
1144400	1145360	抓紧手速了
1145360	1145600	对
1145600	1146960	您说的那个价格汉宝的话
1146960	1148400	应该是我们OK三件套
1148400	1149760	是只有在工作日
1149760	1151120	才会给大家上链接的
1151120	1151840	没错
1151840	1153440	同时那个也是只能够工作日用的
1153440	1154560	您今天拍了也没用
1154560	1155760	也得等到周一
1155760	1157280	周六周日不能用的宝贝
1157280	1157600	好吗
1157600	1158160	是的
1158160	1159920	同时你看一下下方小房子里面
1159920	1161360	我们的这个库存
1161360	1162240	我们看得到
1162240	1163440	大家也是能够看得到
1163440	1163920	是的
1163920	1165360	库存条走得还蛮快的
1165360	1167120	所以说大家趁着现在库存条还在
1167120	1167920	多囤个几单
1167920	1171840	把明天要吃的2号 3号 4号 5号链接多囤
1171840	1173600	这样子明天就可以睡两觉了
1173600	1175920	不用早早的来到我们这个里面蹲了
1175920	1176320	是不是
1176320	1176880	没错
